ID,Stadtname,Einwohner,PositionSued,PositionOst,Spieler,SpielerURL,Klan,KlanURL,Holz,Eisen,Sake,Nahrung,Performance
1517,Sagobenohe,24,278,44,,,,,95%,115%,85%,105%,400%
100,Hamondama,691,202,84, Kyoschiro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7695,Kyoschiros Handelsgilde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=813,100%,215%,50%,75%,440%
1690,Akindima,25,32,270,,,,,95%,135%,70%,90%,390%
768,Otayaya,158,229,113, Genpou Tetsunosuke,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7018,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,120%,90%,50%,115%,375%
1101,Hokamoka,133,158,184, Klaas Glar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7735,,,100%,100%,100%,100%,400%
1418,Aimuaki,24,231,62,,,,,115%,55%,90%,120%,380%
140,Szekler,879,228,17, Vladimir,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7723,,,100%,100%,100%,100%,400%
630,Kochima,2.349,91,236, Myn Bala Ulaanbaatar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7532,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,140%,100%,75%,105%,420%
1,Shinto Tempel,158,74,75, Artimus,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=1,,,100%,100%,100%,100%,400%
2297,Yamamawa,1.105,95,238, Altan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7481,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,170%,65%,85%,110%,430%
1265,Malmo,1.105,193,199, Floki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7715,,,120%,155%,65%,95%,435%
1783,Miyamoba,24,190,171,,,,,140%,70%,70%,105%,385%
1132,Fukuoshima,347,69,212, Ashikaga Yoshimitsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4998,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,100%,100%,100%,100%,400%
1051,Mizushikamiya,24,176,162,,,,,105%,65%,75%,135%,380%
52,Akanmahama,21,32,272,,,,,120%,110%,90%,110%,430%
1948,Chuluun3,1.061,92,232, Myn Bala Ulaanbaatar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7532,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,80%,235%,80%,75%,470%
1835,Osegoya,24,186,193,,,,,175%,95%,55%,85%,410%
1144,Homata,18,147,200,,,,,175%,95%,55%,85%,410%
184,Okamiki,1.105,224,142, Ashikaga Juro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3974,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,140%,70%,55%,120%,385%
240,Fukanmia,25,223,63,,,,,100%,100%,65%,90%,355%
53,Saiyate,68,203,110, sir Hetti,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7422,,,75%,175%,90%,95%,435%
656,Hokagoshu,23,231,35,,,,,135%,65%,75%,90%,365%
286,Takankyuoto,3.000,87,241, Sübügätäi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7534,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,110%,75%,120%,120%,425%
261,Aiosaya,23,224,14,,,,,165%,95%,85%,95%,440%
1987,Mienoka,25,71,249,,,,,155%,70%,65%,105%,395%
894,Karakorum,3.000,79,241, Shiwan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7504,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,120%,110%,110%,100%,440%
1806,Hochitsu,24,232,39,,,,,90%,135%,80%,90%,395%
1927,Niiushoshu,249,243,37, x Umbra,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7642,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,190%,100%,60%,90%,440%
272,Niichimiya,27,27,256,,,,,135%,95%,75%,95%,400%
282,Utsaki,1.105,130,206, Dschingis Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7518,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,80%,55%,100%,135%,370%
1770,Miendaya,82,200,198,,,,,150%,60%,70%,105%,385%
196,Koizunohe,21,205,84,,,,,50%,105%,75%,130%,360%
2,Shinto Palast,28,75,75, Slayne,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3,,,100%,100%,100%,100%,400%
1599,Saiamaki,1.105,66,219, Goldener Sperling,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7685,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,105%,105%,95%,110%,415%
1327,Nara,1.105,206,129, Abe no Ichikou,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3848,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,135%,140%,95%,90%,460%
847,Miyamue,1.105,142,214, Shimozuma Nakayuki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7659,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,100%,60%,130%,165%,455%
431,Yokyuya,23,47,263,,,,,75%,65%,80%,150%,370%
1182,Kumizuya,25,88,216,,,,,175%,50%,50%,90%,365%
92,Limbo,3.000,142,174, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,135%,130%,105%,105%,475%
559,Kyukoaki,1.839,197,70, Mugen,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7677,Baka,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=803,145%,95%,110%,110%,460%
1828,Minawa,274,98,202,,,,,55%,65%,75%,135%,330%
74,Ishata,2.558,199,105, Okumichi Shigeru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4711,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,120%,100%,100%,120%,440%
761,Fukunshikaoka,24,249,68,,,,,115%,95%,85%,105%,400%
453,Tokinkuata,28,232,23,,,,,180%,70%,85%,100%,435%
215,Sagunoka,57,217,142, Pejoy,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7747,,,100%,100%,100%,100%,400%
2261,Shimonoseki,208,96,203,,,,,50%,50%,65%,145%,310%
186,Hirigoba,25,42,264,,,,,160%,60%,75%,105%,400%
225,Tosugaro,3.000,196,149, Hatsumi Masaaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6340,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,145%,135%,70%,95%,445%
392,Hiroki,33,86,223,,,,,100%,70%,90%,120%,380%
991,Niikote,28,188,163, Tyrwald,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7752,,,100%,100%,100%,100%,400%
1230,Mako,19,38,281,,,,,175%,55%,60%,95%,385%
1529,Shiatsu,1.105,171,214, Yuudai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7272,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,75%,50%,110%,160%,395%
1887,Siedlung,0,85,211,,,,,50%,80%,95%,135%,360%
2011,Okazaki,75,233,61, Kuroiryu Takeshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5278,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,145%,55%,85%,110%,395%
1672,Zigon,1.105,93,244, Shiwan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7504,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,110%,60%,90%,120%,380%
1240,Sagobeatsu,24,226,29,,,,,135%,60%,60%,100%,355%
94,Otasuyama,1.105,110,215, Donaldus Ductus,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7712,,,100%,100%,100%,100%,400%
1619,Asna-Jo,3.000,255,38, MTbob,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7639,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,155%,125%,85%,100%,465%
417,Naragima,24,41,273,,,,,80%,95%,95%,120%,390%
856,Ehiusha,30,156,181,,,,,110%,135%,50%,80%,375%
1069,Naoshatsu,25,36,260, Ssun Tzu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5244,IGAs HASSENSHI,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=312,100%,100%,100%,100%,400%
1768,Bie wangle women,25,265,44, Sun Mei Lin,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6320,Jin Yi Wei,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=778,100%,100%,100%,100%,400%
500,Shiyaki,28,227,13,,,,,115%,65%,75%,110%,365%
1408,Hanashima,159,98,206,,,,,175%,60%,70%,105%,410%
1177,Mahikashu,239,205,133,,,,,50%,185%,70%,85%,390%
725,Naosao,25,120,239,,,,,110%,55%,95%,125%,385%
1366,08 Yomiawa,1.105,181,175, Alice,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7108,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,135%,95%,120%,125%,475%
683,Hiroizuki,24,237,28,,,,,100%,65%,95%,115%,375%
2087,Yosayama,75,111,211, Shimazu Shunji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7716,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,100%,100%,100%,100%,400%
463,Hanishima,376,185,195,,,,,195%,65%,70%,105%,435%
660,Nichishu,26,211,67,,,,,95%,130%,80%,85%,390%
1924,Tokyu,1.061,135,189, Sangre,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7713,,,175%,85%,80%,115%,455%
1587,Haushiba,1.954,217,116, Myoshi Kahei,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6086,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,100%,100%,100%,100%,400%
180,Toizushu,24,39,283,,,,,180%,55%,85%,110%,430%
1184,Totchisuaki,26,161,178,,,,,80%,135%,90%,100%,405%
720,Tokansuku,23,214,83,,,,,75%,60%,55%,150%,340%
20,Gifu-Jo,2.775,138,207, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,75%,80%,125%,150%,430%
1259,Fukuigara,21,206,138,,,,,50%,160%,55%,80%,345%
1793,Shoshaki,24,207,60,,,,,140%,55%,75%,105%,375%
694,Fuamue,1.105,192,161, Oda Yamata,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5476,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,130%,75%,95%,110%,410%
676,Chizumiya,698,212,81, Mugen,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7677,Baka,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=803,75%,210%,75%,85%,445%
2250,Hyobea,28,169,191,,,,,150%,105%,75%,90%,420%
1344,Namiro,26,233,26,,,,,170%,65%,90%,100%,425%
1201,Tomu,87,84,205,,,,,100%,50%,50%,120%,320%
128,Uwazata,3.000,286,32, Snorre,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7579,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,100%,100%,100%,100%,400%
1198,Fukunote,24,236,38,,,,,130%,90%,85%,105%,410%
1566,Otchikyaido,24,193,179,,,,,180%,75%,80%,95%,430%
388,Sapameru,25,245,46,,,,,60%,130%,60%,80%,330%
1390,Miyyatsuo,128,261,63,,,,,50%,85%,50%,125%,310%
1683,Wapoa,24,204,104,,,,,95%,195%,55%,80%,425%
1427,Shagaro,46,60,228, Oda Ichi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7662,,,100%,60%,100%,135%,395%
613,Nagumeoto,3.000,188,158, Kakei Juzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7514,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,100%,100%,100%,100%,400%
732,Hokushero,25,247,67,,,,,155%,95%,85%,90%,425%
2219,Katohiko-Jo,2.558,137,200, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,95%,85%,115%,420%
3,Shinto Vorgarten,28,76,75, Testaccount,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=576,,,100%,100%,100%,100%,400%
1401,Tsuriu,24,253,43,,,,,120%,75%,90%,115%,400%
1934,Miyogate,1.105,164,208, Minamoto Yorimasa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5515,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,110%,90%,120%,130%,450%
2040,Kitamayama,979,65,257, Masao Tadayoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6100,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,145%,55%,65%,125%,390%
976,Hachiki,26,13,254,,,,,95%,85%,60%,115%,355%
1382,Hagowa,1.105,222,109, Hatsumi Masaaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6340,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,125%,155%,85%,105%,470%
1560,Mamute,22,237,49,,,,,135%,85%,70%,100%,390%
1919,Hullalllaaaaaa,568,32,238, Snorre,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7579,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,100%,65%,80%,140%,385%
2253,BN kakei,1.010,154,200, Masao Tadayoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6100,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,120%,130%,85%,115%,450%
110,Neu York,1.105,203,78, Yama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6270,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,115%,235%,50%,65%,465%
672,Ullawa,2.147,36,276, Takeru no Mikoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2600,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,145%,95%,110%,110%,460%
2294,Miyyukuawa,2.147,2,231, Lo Pan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7658,KUROFUNE,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=807,110%,55%,80%,140%,385%
701,Ososhima,1.105,171,178, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,120%,65%,95%,405%
297,Wakakonwa,31,152,191,,,,,120%,100%,70%,100%,390%
2160,Iwamia,29,113,240,,,,,80%,60%,80%,140%,360%
585,Koko,2.775,24,269, Amari Kazuma,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6435,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,100%,100%,100%,100%,400%
1186,Hyogoka,25,157,204,,,,,150%,60%,70%,105%,385%
293,Shagoya,454,253,34, Yuuno Scrya,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7625,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,115%,90%,105%,120%,430%
1351,Hamaro,25,209,109,,,,,75%,235%,60%,75%,445%
1804,Tsusushu,77,202,64,,,,,145%,95%,65%,85%,390%
913,Osamihama,25,143,204,,,,,155%,65%,75%,95%,390%
1697,Otsushikahama,23,134,192,,,,,200%,50%,80%,120%,450%
1856,Shamue,1.105,64,218, Koga Saburo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7661,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,105%,55%,115%,140%,415%
990,Naoshawa,28,229,136,,,,,100%,85%,50%,125%,360%
1415,Takangowa,1.105,208,130, Bankimoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7679,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,95%,155%,65%,95%,410%
223,Tsutsuoka,1.105,214,130, Ashikaga Juro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3974,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,130%,165%,75%,85%,455%
661,Fukanchishu,23,188,205,,,,,155%,95%,75%,95%,420%
577,Toakunya,1.105,202,100, Sao Feng,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7680,KUROFUNE,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=807,125%,100%,60%,100%,385%
251,Utshimima,1.105,63,252, Sukhbataar Nergui,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7509,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,170%,55%,80%,120%,425%
1166,05 Iwakoido,1.105,99,230, Alice,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7108,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,95%,90%,65%,130%,380%
2189,Ehishikata,28,187,201,,,,,55%,115%,115%,140%,425%
2039,Hamugori,22,136,202,,,,,100%,50%,110%,150%,410%
969,Jotobema,1.105,193,186, Oda Yamata,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5476,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,155%,65%,90%,435%
1129,02 Hamushai,1.105,76,245, Alice,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7108,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,90%,110%,115%,115%,430%
640,Aishikata,3.000,69,253, Chuluun,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7533,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,135%,80%,80%,110%,405%
1677,Totoyaru,1.105,198,168, Cao Ying,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7660,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,150%,95%,85%,115%,445%
38,Ehiaoka,1.105,201,200, Oda Yamata,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5476,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,100%,125%,100%,130%,455%
1974,Aussenposten Kyushu,3.000,51,255, Chuluun,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7533,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,150%,125%,60%,85%,420%
1291,Kagakyuoto,22,179,171,,,,,200%,95%,55%,85%,435%
183,Fukobeoto,1.139,251,56, Jun Kaname,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7268,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,110%,105%,95%,115%,425%
686,Tokonsuyama,26,161,183,,,,,145%,100%,55%,85%,385%
998,Hamukuta,1.105,168,203, Minamoto Yorimasa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5515,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,125%,80%,95%,135%,435%
1064,Ibatsu,22,219,110,,,,,120%,65%,70%,105%,360%
67,Haziba,1.105,210,102, Ashikaga Juro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3974,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,95%,100%,70%,120%,385%
924,Eningen,1.105,231,25, PaninoFloW,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7650,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,90%,75%,130%,135%,430%
1435,Hirazaru,1.105,166,183, Kakei Juzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7514,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,125%,130%,85%,110%,450%
939,Mawa,29,173,190,,,,,215%,60%,65%,105%,445%
759,Aoamima,1.768,90,227, Dschingis Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7518,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,75%,60%,85%,150%,370%
1696,Wakyuro,26,35,241,,,,,135%,50%,70%,135%,390%
1823,Hogoawa,24,269,39,,,,,100%,70%,105%,120%,395%
419,Osamera,1.105,198,76, El Supremo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7511,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,75%,120%,85%,130%,410%
1145,Maozuro,26,6,250,,,,,140%,60%,65%,135%,400%
1961,Matushuru,68,266,41, Doro Numa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7591,,,110%,100%,115%,125%,450%
883,Sakidou,2.775,136,211, Yasunari Kyoya,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7495,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,100%,100%,100%,400%
1909,Shazue,1.105,183,165, Tachibana Shuhei,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7728,,,95%,100%,85%,115%,395%
185,Hokunmuoka,26,223,133,,,,,115%,135%,55%,85%,390%
2266,Kumazaoka,22,234,42,,,,,165%,60%,65%,105%,395%
2096,Kitsunehoshi,3.000,147,215, Akakitsune Kira,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7613,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,130%,90%,120%,440%
1808,Makkuro,1.105,18,267, Makkuro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7521,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,185%,85%,70%,100%,440%
1483,HokanKORO,1.259,113,217, majuaner,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7725,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,125%,90%,85%,120%,420%
1446,Sagokoshu,24,20,264,,,,,75%,90%,60%,120%,345%
1765,BN Fluegelklan,1.105,190,156, Kakei Juzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7514,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,150%,95%,100%,120%,465%
2063,Yoigahama,20,134,218,,,,,50%,90%,85%,120%,345%
1968,Nagumaima,1.105,95,240, Muunokhoi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7519,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,105%,95%,80%,95%,375%
1875,Otomioka,25,257,64,,,,,90%,130%,85%,90%,395%
1971,GOLDENER HORDE,1.105,125,203, Myn Bala Ulaanbaatar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7532,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,125%,50%,80%,130%,385%
1659,Hamagora,26,185,159,,,,,145%,75%,90%,110%,420%
429,Klorva,1.105,227,114, Hatsumi Masaaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6340,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,120%,85%,65%,105%,375%
1570,Wagera,24,181,218,,,,,105%,125%,75%,95%,400%
2206,Hokonrimiya,28,204,55,,,,,120%,100%,70%,105%,395%
1048,Aiushayama,25,278,40,,,,,80%,95%,110%,125%,410%
903,Fukaku,555,220,54, Takeo Oda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7448,Kamakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=770,100%,100%,100%,100%,400%
2046,Hachimoriyama,1.105,149,199, Kabuto Yakushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6903,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,200%,50%,80%,120%,450%
1674,Seazai,25,233,44,,,,,125%,90%,80%,100%,395%
1701,Okamoka,24,226,33,,,,,175%,70%,75%,100%,420%
1165,Tokazaku,26,34,265,,,,,130%,65%,60%,90%,345%
574,Aorite,24,208,75,,,,,120%,55%,50%,120%,345%
1305,zheng4,1.105,217,144, Zheng Chenggong,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7684,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,130%,100%,105%,120%,455%
1190,Gumotsuatsu,24,287,34,,,,,75%,85%,80%,155%,395%
1370,Matakuki,25,276,41,,,,,60%,85%,100%,130%,375%
1257,Otsukoa,1.105,193,167, Cao Ying,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7660,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,155%,65%,90%,435%
1038,Aobeaki,1.105,171,154, Ignacio de Loyola,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7674,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,75%,105%,75%,110%,365%
1043,Hokenmeoka,24,21,277,,,,,145%,135%,55%,80%,415%
1063,Hyorima,26,237,65,,,,,155%,65%,75%,105%,400%
2117,Niunoshu,25,183,199,,,,,175%,60%,70%,105%,410%
2075,Sagoshue,27,186,171,,,,,125%,95%,85%,115%,420%
812,Chiposhu,23,19,278,,,,,125%,60%,55%,120%,360%
1204,Kyuamote,25,97,211,,,,,75%,100%,90%,120%,385%
1162,Kondiku,22,232,17,,,,,120%,100%,85%,110%,415%
946,Viracocha,73,210,135, Viviaischa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7688,,,100%,100%,100%,100%,400%
141,Kyariatsu,25,232,29,,,,,125%,95%,70%,100%,390%
1789,Wakazama,24,170,195,,,,,170%,65%,70%,105%,410%
